city,district,date,city_detainees,district_detainees
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-03-05,1,3
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Чита,Отдел полиции «Ингодинский» УМВД по городу Чите,2022-03-05,1,1
Чита,Отдел полиции «Ингодинский» УМВД по городу Чите,2022-03-05,1,1
Комсомольск-на-Амуре,Отдел полиции № 2 УМВД по г. Комсомольск-на-Амуре,2022-03-05,1,2
Комсомольск-на-Амуре,Отдел полиции № 2 УМВД по г. Комсомольск-на-Амуре,2022-03-05,1,2
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-03-05,1,1
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-03-05,1,1
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Москва,Отдел МВД России по району Замоскворечье г. Москвы,2022-03-05,16,1
Москва,Отдел МВД России по району Китай-город г. Москвы,2022-03-05,16,2
Москва,Отдел МВД России по району Кузьминки,2022-03-05,16,4
Москва,ОМВД России по району Хорошевский г. Москвы,2022-03-05,16,1
Москва,ОМВД России по Войковскому району,2022-03-05,16,2
Москва,Отдел МВД России по району Митино г. Москвы,2022-03-05,16,1
Москва,Отдел МВД России по району Арбат г. Москвы,2022-03-05,16,2
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 7",2022-03-05,16,7
Москва,Отдел МВД России по району Замоскворечье г. Москвы,2022-03-05,16,1
Москва,Отдел МВД России по району Китай-город г. Москвы,2022-03-05,16,2
Москва,Отдел МВД России по району Кузьминки,2022-03-05,16,4
Москва,ОМВД России по району Хорошевский г. Москвы,2022-03-05,16,1
Москва,ОМВД России по Войковскому району,2022-03-05,16,2
Москва,Отдел МВД России по району Митино г. Москвы,2022-03-05,16,1
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",2022-03-05,16,4
Новосибирск,Отдел полиции № 1 «Центральный»,2022-03-05,11,1
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 11",2022-03-05,11,11
Новосибирск,Отдел полиции № 1 «Центральный»,2022-03-05,11,1
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 10",2022-03-05,11,10
Иркутск,Отдел полиции № 5 УМВД по г. Иркутску,2022-03-05,10,10
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,10,1
Иркутск,Отдел полиции № 5 УМВД по г. Иркутску,2022-03-05,10,10
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,10,1
Санкт-Петербург,Отдел полиции № 78 Центрального района г. Санкт-Петербурга,2022-03-05,9,5
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,2022-03-05,9,1
Санкт-Петербург,Отдел полиции № 43 Петроградского района г. Санкт-Петербурга,2022-03-05,9,1
Санкт-Петербург,Управление МВД России по Московскому району,2022-03-05,9,1
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",2022-03-05,9,3
Санкт-Петербург,Отдел полиции № 78 Центрального района г. Санкт-Петербурга,2022-03-05,9,5
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,2022-03-05,9,1
Санкт-Петербург,Отдел полиции № 43 Петроградского района г. Санкт-Петербурга,2022-03-05,9,1
Санкт-Петербург,Управление МВД России по Московскому району,2022-03-05,9,1
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",2022-03-05,9,3
Владимир,Отдел полиции № 1 (Ленинский район) УМВД России по г. Владимиру,2022-03-05,5,4
Владимир,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,5,1
Владимир,Отдел полиции № 1 (Ленинский район) УМВД России по г. Владимиру,2022-03-05,5,4
Владимир,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,5,1
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-03-05,1,1
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-03-05,1,1
Челябинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-03-05,2,2
Челябинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",2022-03-05,2,2
Самара,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Самара,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Иваново,Отдел полиции № 4 «Фрунзенский»,2022-03-05,1,1
Иваново,Отдел полиции № 4 «Фрунзенский»,2022-03-05,1,1
Отрадное,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Отрадное,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Тюмень,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Тюмень,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Красноярск,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",2022-03-05,1,3
Красноярск,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",2022-03-05,1,3
Кимры,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Кимры,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Чебоксары,Отдел полиции № 4 УМВД по г. Чебоксары,2022-03-05,1,1
Чебоксары,Отдел полиции № 4 УМВД по г. Чебоксары,2022-03-05,1,1
Кострома,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Кострома,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-03-05,1,3
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-03-05,1,3
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Чита,Отдел полиции «Ингодинский» УМВД по городу Чите,2022-03-05,1,1
Чита,Отдел полиции «Ингодинский» УМВД по городу Чите,2022-03-05,1,1
Комсомольск-на-Амуре,Отдел полиции № 2 УМВД по г. Комсомольск-на-Амуре,2022-03-05,1,2
Комсомольск-на-Амуре,Отдел полиции № 2 УМВД по г. Комсомольск-на-Амуре,2022-03-05,1,2
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",2022-03-05,1,1
Москва,Отдел МВД России по району Люблино,2022-03-06,2510,42
Москва,Отдел МВД России по району Дорогомилово г. Москвы,2022-03-06,2510,43
Москва,ОМВД Медведково Южное,2022-03-06,2510,26
Москва,Отдел МВД России по району Внуково г. Москвы,2022-03-06,2510,14
Москва,ОМВД России по району Соколиная Гора г. Москвы,2022-03-06,2510,56
Москва,ОМВД России по району Тимирязевский г. Москвы,2022-03-06,2510,5
Москва,ОМВД России по району Чертаново Южное г. Москвы,2022-03-06,2510,5
Москва,ОМВД России по району Ясенево г. Москвы,2022-03-06,2510,5
Москва,Отдел МВД России по району Ново-Переделкино г. Москвы,2022-03-06,2510,17
Москва,Отдел МВД России по району Строгино г. Москвы,2022-03-06,2510,10
Москва,Отдел МВД России по Мещанскому району г. Москвы,2022-03-06,2510,27
Москва,ОМВД России по району Аэропорт,2022-03-06,2510,1
Москва,ОМВД России по району Орехово-Борисово Южное г. Москвы,2022-03-06,2510,22
Москва,ОМВД России по району Теплый Стан г. Москвы,2022-03-06,2510,40
Москва,ОМВД России по району Перово г. Москвы,2022-03-06,2510,7
Москва,ОМВД России по Обручевскому району г. Москвы,2022-03-06,2510,23
Москва,ОМВД России по Пресненскому району г. Москвы,2022-03-06,2510,21
Москва,ОМВД России по району Академический г. Москвы,2022-03-06,2510,37
Москва,Отдел полиции Марьинский Отдела МВД России по району Марьино г. Москвы,2022-03-06,2510,8
Москва,ОМВД Бибирево,2022-03-06,2510,15
Москва,Отдел МВД России по району Митино г. Москвы,2022-03-06,2510,26
Москва,ОМВД России по району Дегунино Западное г. Москвы,2022-03-06,2510,28
Москва,ОМВД России по Нагорному району г. Москвы,2022-03-06,2510,14
Москва,ОМВД России по Даниловскому району г. Москвы,2022-03-06,2510,37
Москва,ОМВД России по району Царицыно г. Москвы,2022-03-06,2510,12
Москва,Отдел МВД России по району Жулебино г. Москвы,2022-03-06,2510,7
Москва,Отдел МВД России по району Выхино-Жулебино г. Москвы,2022-03-06,2510,27
Москва,ОМВД Бабушкинский,2022-03-06,2510,20
Москва,Отдел МВД России по району Богородское г. Москвы,2022-03-06,2510,15
Москва,Отдел МВД России по району Гольяново г. Москвы,2022-03-06,2510,21
Москва,Лужники (отдел полиции по охране с/к),2022-03-06,2510,17
Москва,ОМВД России по району Молжаниновский г. Москвы,2022-03-06,2510,18
Москва,ОМВД России по району Тверской г. Москвы,2022-03-06,2510,4
Москва,Отдел МВД России по району Измайлово Восточное г. Москвы,2022-03-06,2510,14
Москва,Отдел МВД России по району Текстильщики,2022-03-06,2510,18
Москва,Отдел МВД России по району Арбат г. Москвы,2022-03-06,2510,6
Москва,ОМВД России по Ломоносовскому району г. Москвы,2022-03-06,2510,17
Москва,Отдел МВД России по району Покровское-Стрешнево г. Москвы,2022-03-06,2510,40
Москва,ОМВД России по району Очаково-Матвеевское г. Москвы,2022-03-06,2510,22
Москва,Отдел МВД России по району Басманный г. Москвы,2022-03-06,2510,19
Москва,ОМВД России по району Черемушки г. Москвы,2022-03-06,2510,10
Москва,ОМВД Лианозово,2022-03-06,2510,23
Москва,МО МВД России «Московский» г. Москвы,2022-03-06,2510,16
Москва,Отдел МВД России по району Китай-город г. Москвы,2022-03-06,2510,5
Москва,Отдел МВД России по району Вешняки г. Москвы,2022-03-06,2510,21
Москва,Отдел МВД России по району Ивановское г. Москвы,2022-03-06,2510,28
Москва,ОМВД Бутырский,2022-03-06,2510,23
Москва,Отдел МВД России по району Печатники,2022-03-06,2510,39
Москва,Отдел МВД России по Рязанскому району,2022-03-06,2510,19
Москва,ОМВД России по Левобережному району г. Москвы,2022-03-06,2510,22
Москва,ОМВД России по району Котловка г. Москвы,2022-03-06,2510,9
Москва,ОМВД России по району Таганский г. Москвы,2022-03-06,2510,6
Москва,ОМВД России по Донскому району г. Москвы,2022-03-06,2510,19
Москва,Отдел МВД России по району Лефортово,2022-03-06,2510,32
Москва,ОМВД Останкинский,2022-03-06,2510,11
Москва,ОМВД Ярославский,2022-03-06,2510,22
Москва,Отдел МВД России по Нижегородскому району,2022-03-06,2510,39
Москва,ОМВД России по району Чертаново Северное г. Москвы,2022-03-06,2510,13
Москва,Отдел МВД России по району Кунцево г. Москвы,2022-03-06,2510,8
Москва,Отдел МВД России по району Кузьминки,2022-03-06,2510,20
Москва,ОМВД России по району Коньково г. Москвы,2022-03-06,2510,28
Москва,Отдел МВД России по району Щукино г. Москвы,2022-03-06,2510,20
Москва,ОМВД России по району Хамовники г. Москвы,2022-03-06,2510,7
Москва,ОМВД России по району Бутово Северное г. Москвы,2022-03-06,2510,27
Москва,Отдел МВД России по Можайскому району г. Москвы,2022-03-06,2510,23
Москва,ОМВД России по району Солнцево г. Москвы,2022-03-06,2510,27
Москва,Отдел полиции Левобережный УМВД по г. о. Химки,2022-03-06,2510,1
Москва,Отдел МВД России по району Марьино,2022-03-06,2510,17
Москва,ОМВД России по району Москворечье-Сабурово г. Москвы,2022-03-06,2510,11
Москва,ОМВД России по району Братеево г. Москвы,2022-03-06,2510,30
Москва,МО МВД России «Коммунарский» г. Москвы,2022-03-06,2510,25
Москва,ОМВД России по району Бирюлёво Западное г. Москвы,2022-03-06,2510,5
Москва,Отдел МВД России по району Измайлово Северное г. Москвы,2022-03-06,2510,10
Москва,ОМВД России по району Филевский парк г. Москвы,2022-03-06,2510,19
Москва,Отдел МВД России по району Крылатское г. Москвы,2022-03-06,2510,21
Москва,ОМВД России по району Бутово Южное г. Москвы,2022-03-06,2510,30
Москва,ОМВД Ростокино,2022-03-06,2510,7
Москва,Отдел МВД России по Южнопортовому району,2022-03-06,2510,20
Москва,ОМВД Марьина Роща,2022-03-06,2510,26
Москва,ОМВД России по району Фили-Давыдково г. Москвы,2022-03-06,2510,30
Москва,Отдел МВД России по Красносельскому району г. Москвы,2022-03-06,2510,10
Москва,Отдел МВД России по району Измайлово г. Москвы,2022-03-06,2510,19
Москва,ОМВД Северный,2022-03-06,2510,1
Москва,ОМВД России по району Восточный,2022-03-06,2510,11
Москва,Отдел МВД России по району Некрасовка,2022-03-06,2510,6
Москва,ОМВД России по району Нагатинский Затон г. Москвы,2022-03-06,2510,29
Москва,Отдел МВД России по району Северное Тушино г. Москвы,2022-03-06,2510,21
Москва,ОМВД России по районам Матушкино и Савелки г. Москвы,2022-03-06,2510,2
Москва,Отдел МВД по Гагаринскому району,2022-03-06,2510,6
Москва,ОМВД России по району Сокольники г. Москвы,2022-03-06,2510,19
Москва,Отдел МВД России по району Новокосино г. Москвы,2022-03-06,2510,20
Москва,Отдел МВД России по району Замоскворечье г. Москвы,2022-03-06,2510,26
Москва,ОМВД России по району Коптево г. Москвы,2022-03-06,2510,15
Москва,ОМВД России по районам Силино и Старое Крюково г. Москвы,2022-03-06,2510,5
Москва,ОМВД России по району Якиманка г. Москвы,2022-03-06,2510,3
Москва,ОМВД Алтуфьевский,2022-03-06,2510,6
Москва,Отдел МВД России по району Капотня,2022-03-06,2510,21
Москва,ОМВД России по району Зябликово г. Москвы,2022-03-06,2510,20
Москва,ОМВД России по району Проспект Вернадского г. Москвы,2022-03-06,2510,21
Москва,Линейный отдел МВД России на станции Москва-Ленинградская,2022-03-06,2510,10
Москва,ОМВД Отрадное,2022-03-06,2510,24
Москва,ОМВД Свиблово,2022-03-06,2510,24
Москва,ОМВД Алексеевский,2022-03-06,2510,10
Москва,ОМВД России по Головинскому району,2022-03-06,2510,8
Москва,Отдел МВД России по району Южное Тушино г. Москвы,2022-03-06,2510,43
Москва,Отдел МВД России по району Хорошево-Мневники г. Москвы,2022-03-06,2510,28
Москва,ОМВД России по району Тропарево-Никулино г. Москва,2022-03-06,2510,3
Москва,МО МВД России «Троицкий» г. Москвы,2022-03-06,2510,9
Москва,ОМВД России по району Крюково г. Москвы,2022-03-06,2510,7
Москва,ОМВД России по району Зюзино г. Москвы,2022-03-06,2510,13
Москва,ОМВД России по району Дегунино Восточное г. Москвы,2022-03-06,2510,23
Москва,ОМВД России по району Ховрино г. Москвы,2022-03-06,2510,30
Москва,ОМВД Марфино,2022-03-06,2510,27
Москва,Метрогородок,2022-03-06,2510,9
Москва,ОМВД Лосиноостровский,2022-03-06,2510,9
Москва,ОМВД России по району Раменки г. Москвы,2022-03-06,2510,22
Москва,ОМВД России по району Нагатино-Садовники г. Москвы,2022-03-06,2510,31
Москва,Долгопрудный,2022-03-06,2510,7
Москва,ОМВД России по району Бирюлёво Восточное г. Москвы,2022-03-06,2510,20
Москва,ОМВД России по району Чертаново Центральное г. Москвы,2022-03-06,2510,11
Москва,ОМВД России по району Сокол г. Москвы,2022-03-06,2510,23
Москва,ОМВД Медведково Северное,2022-03-06,2510,25
Москва,ОМВД России по району Преображенское г. Москвы,2022-03-06,2510,33
Москва,ОМВД России по району Бескудниково,2022-03-06,2510,22
Москва,ЛУ МВД России на станции Москва-Рязанская,2022-03-06,2510,4
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 210",2022-03-06,2510,210
Москва,МО МВД России «Троицкий» г. Москвы,2022-03-06,2510,9
Санкт-Петербург,Отдел полиции № 51 Московского района г. Санкт-Петербурга,2022-03-06,1349,43
Санкт-Петербург,Отдел МВД по Курортному району г. Санкт-Петербурга,2022-03-06,1349,6
Санкт-Петербург,Отдел полиции № 26 по Красногвардейскому району г. Санкт-Петербурга,2022-03-06,1349,9
Санкт-Петербург,Отдел полиции № 18 Петроградского района г. Санкт-Петербурга,2022-03-06,1349,22
Санкт-Петербург,Отдел МВД по Пушкинскому району г. Санкт-Петербурга,2022-03-06,1349,5
Санкт-Петербург,Отдел полиции № 77 Адмиралтейского района г. Санкт-Петербурга,2022-03-06,1349,12
Санкт-Петербург,Отдел полиции № 1 Адмиралтейского района г. Санкт-Петербурга,2022-03-06,1349,26
Санкт-Петербург,Отдел полиции № 17 Калининского района г. Санкт-Петербурга,2022-03-06,1349,25
Санкт-Петербург,Отдел полиции № 76 Центрального района г. Санкт-Петербурга,2022-03-06,1349,13
Санкт-Петербург,Отдел полиции № 12 Фрунзенского района г. Санкт-Петербурга,2022-03-06,1349,22
Санкт-Петербург,Отдел полиции № 33 Московского района г. Санкт-Петербурга,2022-03-06,1349,20
Санкт-Петербург,Отдел полиции № 29 Московского района г. Санкт-Петербурга,2022-03-06,1349,33
Санкт-Петербург,Отдел полиции № 24 Невского района г. Санкт-Петербурга,2022-03-06,1349,3
Санкт-Петербург,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,2022-03-06,1349,14
Санкт-Петербург,Отдел полиции № 37 Василеостровского района г. Санкт-Петербурга,2022-03-06,1349,13
Санкт-Петербург,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,2022-03-06,1349,31
Санкт-Петербург,Отдел полиции № 3 Калининского района г. Санкт-Петербурга,2022-03-06,1349,25
Санкт-Петербург,Отдел полиции № 21 Калининского района г. Санкт-Петербурга,2022-03-06,1349,47
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,2022-03-06,1349,32
Санкт-Петербург,Отдел полиции № 25 Приморского района г. Санкт-Петербурга,2022-03-06,1349,22
Санкт-Петербург,Отдел полиции № 23 Невского района г. Санкт-Петербурга,2022-03-06,1349,17
Санкт-Петербург,Отдел полиции № 6 Калининского района г. Санкт-Петербурга,2022-03-06,1349,19
Санкт-Петербург,Отдел МВД по Петродворцовому району г. Санкт-Петербурга,2022-03-06,1349,49
Санкт-Петербург,Отдел полиции № 19 Выборгского района г. Санкт-Петербурга,2022-03-06,1349,51
Санкт-Петербург,Отдел полиции № 30 Василеостровского района г. Санкт-Петербурга,2022-03-06,1349,12
Санкт-Петербург,Отдел полиции № 81 Курортного района г. Санкт-Петербурга,2022-03-06,1349,14
Санкт-Петербург,Отдел полиции № 75 Невского района г. Санкт-Петербурга,2022-03-06,1349,42
Санкт-Петербург,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,2022-03-06,1349,5
Санкт-Петербург,Отдел полиции № 42 Красносельского района г. Санкт-Петербурга,2022-03-06,1349,51
Санкт-Петербург,Отдел полиции № 64 Кировского района г. Санкт-Петербурга,2022-03-06,1349,29
Санкт-Петербург,Отдел полиции № 36 Выборгского района г. Санкт-Петербурга,2022-03-06,1349,57
Санкт-Петербург,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,2022-03-06,1349,40
Санкт-Петербург,Отдел полиции № 80 Колпинского района г. Санкт-Петербурга,2022-03-06,1349,5
Санкт-Петербург,Отдел полиции № 2 Адмиралтейского района г. Санкт-Петербурга,2022-03-06,1349,9
Санкт-Петербург,Отдел полиции № 13 Красногвардейского района г. Санкт-Петербурга,2022-03-06,1349,39
Санкт-Петербург,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,2022-03-06,1349,17
Санкт-Петербург,Отдел полиции № 39 Колпинского района г. Санкт-Петербурга,2022-03-06,1349,18
Санкт-Петербург,Отдел полиции № 7 Фрунзенского района г. Санкт-Петербурга,2022-03-06,1349,3
Санкт-Петербург,Отдел полиции № 86 Приморского района г. Санкт-Петербурга,2022-03-06,1349,17
Санкт-Петербург,Отдел полиции № 43 Петроградского района г. Санкт-Петербурга,2022-03-06,1349,10
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,2022-03-06,1349,20
Санкт-Петербург,Отдел МВД по Сланцевскому району Ленинградской области,2022-03-06,1349,16
Санкт-Петербург,Отдел полиции № 9 Красносельского района г. Санкт-Петербурга,2022-03-06,1349,6
Санкт-Петербург,Отдел полиции № 59 Выборгского района г. Санкт-Петербурга,2022-03-06,1349,29
Санкт-Петербург,Отдел полиции № 5 Фрунзенского района г. Санкт-Петербурга,2022-03-06,1349,21
Санкт-Петербург,Отдел полиции № 10 Невского района г. Санкт-Петербурга,2022-03-06,1349,1
Санкт-Петербург,Отдел МВД по Бокситогорскому району Ленинградской области,2022-03-06,1349,6
Санкт-Петербург,Отдел полиции № 66 Красногвардейского района г. Санкт-Петербурга,2022-03-06,1349,6
Санкт-Петербург,Отдел полиции № 16 Василеостровского района г. Санкт-Петербурга,2022-03-06,1349,44
Санкт-Петербург,Отдел полиции № 4 Пушкинского района г. Санкт-Петербурга,2022-03-06,1349,10
Санкт-Петербург,Отдел полиции № 70 Невского района г. Санкт-Петербурга,2022-03-06,1349,28
Санкт-Петербург,Отдел полиции № 27 Фрунзенского района г. Санкт-Петербурга,2022-03-06,1349,1
Санкт-Петербург,Управление МВД России по Гатчинскому району,2022-03-06,1349,2
Санкт-Петербург,Отдел полиции № 55 Колпинского района г. Санкт-Петербурга,2022-03-06,1349,58
Санкт-Петербург,Отдел полиции № 45 Невского района г. Санкт-Петербурга,2022-03-06,1349,13
Санкт-Петербург,Отдел полиции № 14 Фрунзенского района г. Санкт-Петербурга,2022-03-06,1349,43
Санкт-Петербург,Отдел полиции № 78 Центрального района г. Санкт-Петербурга,2022-03-06,1349,17
Санкт-Петербург,Отдел полиции № 82 Красносельского района г. Санкт-Петербурга,2022-03-06,1349,10
Санкт-Петербург,Отдел полиции № 32 Невского района г. Санкт-Петербурга,2022-03-06,1349,16
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 121",2022-03-06,1349,121
Новосибирск,Отдел полиции № 3 «Заельцовский»,2022-03-06,243,26
Новосибирск,Отдел полиции № 7 «Ленинский»,2022-03-06,243,13
Новосибирск,Отдел полиции № 1 «Центральный»,2022-03-06,243,54
Новосибирск,Отдел полиции № 4 «Калининский»,2022-03-06,243,31
Новосибирск,Отдел полиции № 5 «Дзержинский»,2022-03-06,243,17
Новосибирск,Отдел полиции № 10 «Советский»,2022-03-06,243,11
Новосибирск,Отдел полиции № 2 «Железнодорожный»,2022-03-06,243,12
Новосибирск,Отдел полиции № 6 «Октябрьский»,2022-03-06,243,1
Новосибирск,Отдел полиции № 8 «Кировский»,2022-03-06,243,19
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 64",2022-03-06,243,64
Екатеринбург,Отдел полиции № 9 УМВД по городу Екатеринбургу,2022-03-06,138,28
Екатеринбург,Отдел полиции № 5 УМВД по городу Екатеринбургу,2022-03-06,138,19
Екатеринбург,Отдел полиции № 7 УМВД по городу Екатеринбургу,2022-03-06,138,22
Екатеринбург,Отдел полиции № 1 УМВД по городу Екатеринбургу,2022-03-06,138,7
Екатеринбург,Отдел полиции № 11 УМВД по городу Екатеринбургу,2022-03-06,138,24
Екатеринбург,Отдел полиции № 12 УМВД по городу Екатеринбургу,2022-03-06,138,3
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 37",2022-03-06,138,37
Нижний Новгород,Отдел полиции № 8 УМВД по Нижнему Новгороду,2022-03-06,105,35
Нижний Новгород,Отдел полиции № 2 УМВД по Нижнему Новгороду,2022-03-06,105,25
Нижний Новгород,Отдел полиции № 7 УМВД по Нижнему Новгороду,2022-03-06,105,25
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,2022-03-06,105,2
Нижний Новгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 18",2022-03-06,105,18
Пермь,Отдел полиции № 5 (дисл. Орджоникидзевский р-н) УМВД по г. Перми,2022-03-06,87,1
Пермь,Отдел полиции № 1 (дисл. Дзержинский р-н) УМВД по г. Перми,2022-03-06,87,18
Пермь,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,2022-03-06,87,9
Пермь,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,2022-03-06,87,24
Пермь,"Задержаны, но пока неизвестно, в каких отделах находятся: 35",2022-03-06,87,35
Краснодар,ОВД Западного округа г. Краснодара,2022-03-06,78,53
Краснодар,Отдел полиции (Центральный округ) УМВД по городу Краснодару,2022-03-06,78,14
Краснодар,УМВД России по городу Краснодар,2022-03-06,78,1
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 13",2022-03-06,78,13
Ростов-на-Дону,Отдел полиции № 3 УМВД по городу Ростову-на-Дону,2022-03-06,72,21
Ростов-на-Дону,Отдел полиции № 6 УМВД по городу Ростову-на-Дону,2022-03-06,72,21
Ростов-на-Дону,Отдел полиции № 8 УМВД по городу Ростову-на-Дону,2022-03-06,72,22
Ростов-на-Дону,Отдел полиции № 4 УМВД по городу Ростову-на-Дону,2022-03-06,72,1
Ростов-на-Дону,Отдел полиции № 1 УМВД по городу Ростову-на-Дону,2022-03-06,72,1
Ростов-на-Дону,"Задержаны, но пока неизвестно, в каких отделах находятся: 6",2022-03-06,72,6
Красноярск,Отдел полиции № 2 МУ МВД «Красноярское»,2022-03-06,65,18
Красноярск,Отдел полиции № 1 МУ МВД «Красноярское»,2022-03-06,65,7
Красноярск,Отдел полиции № 11 МУ МВД «Красноярское»,2022-03-06,65,18
Красноярск,"Задержаны, но пока неизвестно, в каких отделах находятся: 23",2022-03-06,65,23
Челябинск,Отдел полиции № 6 (Калининский район) УМВД по городу Челябинску,2022-03-06,50,6
Челябинск,Отдел полиции № 1 (Ленинский район) УМВД по городу Челябинску,2022-03-06,50,8
Челябинск,Отдел полиции № 3 (Советский район) УМВД по городу Челябинску,2022-03-06,50,7
Челябинск,Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску,2022-03-06,50,5
Челябинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 24",2022-03-06,50,24
Уфа,Отдел полиции № 5 (Орджоникидзевский район),2022-03-06,46,4
Уфа,Отдел полиции № 11 (Демский район),2022-03-06,46,1
Уфа,Отдел полиции № 10 (Советский район),2022-03-06,46,4
Уфа,Отдел полиции № 6 (Октябрьский район),2022-03-06,46,8
Уфа,"Задержаны, но пока неизвестно, в каких отделах находятся: 30",2022-03-06,46,30
Иркутск,Отдел полиции № 6 УМВД по г. Иркутску,2022-03-06,45,25
Иркутск,Отдел полиции № 2 УМВД по г. Иркутску,2022-03-06,45,1
Иркутск,Отдел полиции № 7 УМВД по г. Иркутску,2022-03-06,45,1
Иркутск,Отдел полиции № 5 УМВД по г. Иркутску,2022-03-06,45,6
Иркутск,Отдел полиции № 1 УМВД по г. Иркутску,2022-03-06,45,3
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 9",2022-03-06,45,9
Казань,Отдел полиции № 16 «Япеева» УМВД по г. Казани,2022-03-06,44,20
Казань,Отдел полиции № 9 «Сафиуллина» УМВД по г. Казани,2022-03-06,44,11
Казань,Отдел полиции № 6 «Савиново» УМВД по г. Казани,2022-03-06,44,1
Казань,"Задержаны, но пока неизвестно, в каких отделах находятся: 12",2022-03-06,44,12
